Added,Title,Title Short,Series,Book Numbers,Blurb,Authors,Narrators,Tags,Categories,Parent Category,Child Category,Length,Progress,Release Date,Publishers,My Rating,Rating,Ratings,Favorite,Format,Language,Whispersync,From Plus Catalog,Unavailable,Archived,Downloaded,Store Page Changed,Store Page Missing,Asin,Isbn 10,Isbn 13,Summary,People Also Bought,Store Page Url,Sample,Web Player,Cover,Search In Goodreads
1133,A Grown-Up Guide to Dinosaurs: An Audible Original,A Grown-Up Guide to Dinosaurs,,,"Most children go through a dinosaur phase. Learning all the tongue-twisting names, picking favourites based on ferocity, armour, or sheer size. For many kids this love of ‘terrible lizards’ fizzles out at some point between starting and leaving primary school....",Ben Garrod,Ben Garrod,"Animals, Paleontology",Science & Engineering > Science,Science & Engineering,Science,2h 42m,,2019-07-04,Audible Originals,,4.5,19267,,Original Recording Audiobook,English,,,,,,,,B07T2F8VJM,,,"<p>Most children go through a dinosaur phase. Learning all the tongue-twisting names, picking favourites based on ferocity, armour, or sheer size. For many kids this love of ‘terrible lizards’ fizzles out at some point between starting and leaving primary school. All those fancy names slowly forgotten, no longer any need for a favourite.</p> <p>For all those child dino fanatics who didn’t grow up to become paleontologists, dinosaurs seem like something out of mythology. They are dragons, pictures in books, abstract, other, extinct.&nbsp;</p> <p>They are at the same time familiar and mysterious. And yet we’re in an age of rapid discovery - new dinosaur species and genera are being discovered at an accelerating rate, we’re learning more about what they looked like, how they lived, how they evolved and where they all went.&nbsp;</p> <p>This series isn’t just a top trumps list of dino facts - we’re interested in the why and the how and like all areas of science there is plenty of controversy and debate.</p>",,https://audible.com/pd/B07T2F8VJM?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/or/orig/000790/or_orig_000790_sample.mp3,https://www.audible.com/webplayer?asin=B07T2F8VJM,https://m.media-amazon.com/images/I/61LQK74BBbL._SL500_.jpg,https://www.goodreads.com/search?q=Ben%20Garrod%20-%20A%20Grown-Up%20Guide%20to%20Dinosaurs
1132,The Man Who Knew the Way to the Moon,The Man Who Knew the Way to the Moon,,,"Without John C. Houbolt, a mid-level engineer at NASA, Apollo 11 would never have made it to the moon. Top NASA engineers on the project, including Werner Von Braun, strongly advocated for a single, huge spacecraft to travel to the moon, land, and return to Earth....",Todd Zwillich,"Todd Zwillich, Angelo Di Loreto","Science & Technology, United States",Biographies & Memoirs > Professionals & Academics,Biographies & Memoirs,Professionals & Academics,3h 32m,,2019-07-04,Audible Originals,,4.5,18083,,Original Recording Audiobook,English,,,,,,,,B07T1F4MB7,,,"<p><b>The story of John C. Houbolt, an unsung hero of </b><b><i>Apollo 11</i></b><b> and the man who showed NASA how to put America on the moon. </b></p> <p>Without John C. Houbolt, a mid-level engineer at NASA, <i>Apollo 11</i> would never have made it to the moon.&nbsp;&nbsp;</p> <p>Top NASA engineers on the project, including Werner Von Braun, strongly advocated for a single, huge spacecraft to travel to the moon, land, and return to Earth. It's the scenario used in 1950s cartoons and horror movies about traveling to outer space.&nbsp;</p> <p>Houbolt had another idea: Lunar Orbit Rendezvous. LOR would link two spacecraft in orbit while the crafts were travelling at 3,600 miles an hour around the moon. His plan was ridiculed and considered unthinkable. But this junior engineer was irrepressible. He stood by his concept, fired off memos to executives, and argued that LOR was the only way to success.&nbsp;</p> <p>For the 50th Anniversary of <i>Apollo 11</i>, hear the untold story of the man who helped fulfill Kennedy’s challenge to reach the moon and begin exploring the final frontier.</p>","Moon Shot, Failure Is Not an Option, Skunk Works, Apollo, A Man on the Moon: The Voyages of the Apollo Astronauts, Spaceman, Apollo 13, The Splendid and the Vile, Carrying the Fire, Apollo 8, The Bomber Mafia, Thrawn (Star Wars), The Making of the Atomic Bomb, American Moonshot, Ignition!, Liftoff, Elon Musk, Endurance",https://audible.com/pd/B07T1F4MB7?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/or/orig/000685/or_orig_000685_sample.mp3,https://www.audible.com/webplayer?asin=B07T1F4MB7,https://m.media-amazon.com/images/I/51vBF3+141L._SL500_.jpg,https://www.goodreads.com/search?q=Todd%20Zwillich%20-%20The%20Man%20Who%20Knew%20the%20Way%20to%20the%20Moon
1131,"Unbound: The Forbidden Bond, Book 1",Unbound,The Forbidden Bond (book 1),1,"College is supposed to be a time of discovery, but Danielle Vaughn never imagined it would be like this: Heightened senses, supernatural powers, and a sudden craving for human blood....",Cat Miller,Neva Navarre,Paranormal,Romance > Paranormal,Romance,Paranormal,15h 18m,,2014-04-01,Brilliance Audio,,4.4,988,,Unabridged Audiobook,English,available,,,,,,,B00IEIFUCS,,,"<p>Girl gone wild…</p> <p>College is supposed to be a time of discovery, but Danielle Vaughn never imagined it would be like this: Heightened senses, supernatural powers, and a sudden craving for human blood. Dani is a demi-vamp, the daughter of a human psychic and a vampire noble, a living secret kept hidden for 21 years.</p> <p>As Dani’s heritage manifests itself, her thirst for blood is matched only by her hunger for Chase Diedrick. But as the son of the Vampire Council’s most powerful ruling family, Chase is already promised to another. Dani saw Council politics destroy her mother’s life; she won’t let the same thing happen to her. Besides, there’s no shortage of men who are eager to satisfy her every need, including the alluring vampire Kayden.</p> <p>Unfortunately, Dani also has no shortage of enemies. Her heightened powers of telepathy and telekinesis attract the attention of a rogue vamp who preys on gifted vampires, absorbing their skills along with their lifeblood. Now, Dani must seek the Council’s help to quickly master her new vampire life…or risk losing it.</p>","Unforgiven, Broken Mate, A Ruin of Roses, Demon King, Imprinted Tattoos, Choosing Theo, Dark Prince, Her Vampire Mentors: Book One, A Deal with the Elf King, Ella's Masquerade, Heart of Thorns: A Dark Vampire Romance, Shifter Wars, Moon Touched, Storm and Fury, Fated Magic, Twilight, A Court of Thorns and Roses, The Chemist",https://audible.com/pd/B00IEIFUCS?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/brll/005926/bk_brll_005926_sample.mp3,https://www.audible.com/webplayer?asin=B00IEIFUCS,https://m.media-amazon.com/images/I/51LUzZxmvcL._SL500_.jpg,https://www.goodreads.com/search?q=Cat%20Miller%20-%20Unbound
1130,Boy,Boy,,,"After a baby boy is seriously injured in an accident, a doctor persuades his parents to raise the child as a girl. As the child grows up, the child faces an extraordinary challenge....",Anna Ziegler,"Sarah Drew, John Getz, Travis Johns, Amy Pietz, Bobby Steggert","Entertainment & Performing Arts, Drama & Plays, United States",Arts & Entertainment > Entertainment & Performing Arts,Arts & Entertainment,Entertainment & Performing Arts,"1h 21m ",Finished,2016-10-17,L.A. Theatre Works,,4.7,30,,Performance,English,,,,,,,,B01MEEP6BT,,,"<p>Anna Ziegler's <i>Boy</i> is a powerful statement about sexual identity and the mystery of what makes us who we are. </p><p>After a baby boy is seriously injured in an accident, a doctor persuades his parents to raise the child as a girl. As the child grows up, the child - known as Samantha and Adam at different times - faces an extraordinary challenge to carve out a place in the world. </p><p>An L.A. Theatre Works full cast performance featuring: </p><p>Sarah Drew as Jenny <br>John Getz as Dr. Wendell Barnes <br>Travis Johns as Doug <br>Amy Pietz as Trudy <br>Bobby Steggert as Adam Turner </p><p>Directed by Debbie Devine. Recorded in Los Angeles before a live audience at The James Bridges Theater, UCLA, in July of 2016. <i>Boy</i> is part of L.A. Theatre Works' Relativity Series featuring science-themed plays. Major funding for the Relativity Series is provided by the Alfred P. Sloan Foundation, to enhance public understanding of science and technology in the modern world. </p>","The Thanksgiving Play, The Gin Game, 8, The Misanthrope, Side Man, The Mountaintop, Murder in the First, Sanford Meisner on Acting, Vietgone, Showbiz, The Motherf--ker with the Hat, Racing Demon, The Money Shot, Stick Fly, The Assembled Parties, An American Daughter, Anna Christie, Lobby Hero",https://audible.com/pd/B01MEEP6BT?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/pf/latw/000431/pf_latw_000431_sample.mp3,https://www.audible.com/webplayer?asin=B01MEEP6BT,https://m.media-amazon.com/images/I/51ciPxFqB4L._SL500_.jpg,https://www.goodreads.com/search?q=Anna%20Ziegler%20-%20Boy
1129,A Portrait of the Artist as a Young Man,A Portrait of the Artist as a Young Man,,,This quintessential coming-of-age novel describes the early life of Stephen Dedalus. A Portrait... follows Stephen Dedalus from his babyhood into early adulthood and is notable for being the first work in which Joyce uses his innovative “stream of consciousness” writing style.....,James Joyce,Colin Farrell,"Classics, Coming of Age, Literary Fiction",Literature & Fiction > Classics,Literature & Fiction,Classics,8h 17m,,2019-01-22,Audible Studios,,4.1,1238,,Unabridged Audiobook,English,available,,,,,,,B07JPFY29K,,,"<p>Golden Globe winning actor and Dublin native Colin Farrell revisits his home country with a moving, authentic performance of one of Irish icon James Joyce’s masterworks, <i>A Portrait of the Artist as a Young Man</i>.</p> <p>The quintessential coming-of-age story follows Stephen Dedalus as he matures in an era marked by budding Irish nationalism and intensely conservative Catholicism. From infancy to adulthood, Stephen struggles to find his place, flitting between periods of guilt-ridden fanatical religious obsession and hedonistic exploration. But even as he is pulled in every direction by family, flesh, faith, and nation, Stephen longs for something seemingly forbidden–the life of an artist.</p> <p>Joyce’s first work to experiment with stream of consciousness style—a technique that he and his contemporaries developed—<i>A Portrait of the Artist as a Young Man</i> evokes both the pains and complexities of growing up and the furious optimism that accompanies youth. Pulling from events from his own past, Joyce weaves a semi-autobiographical recount of life in nineteenth century Ireland, crafting a narrative that is at once tender and sharply satirical. When combined with Farrell’s gentle brogue, Joyce’s tale soars, as much a portrait of the artist as it is a portrait of Ireland itself.&nbsp;</p>","Crime and Punishment, Dubliners (Naxos Edition), Dubliners, A Connecticut Yankee in King Arthur's Court, Jane Eyre, David Copperfield, The Plague, Finnegans Wake, To the Lighthouse, Anna Karenina, Great Expectations, Brideshead Revisited, Joyce's Ulysses, Mrs. Dalloway, Lord of the Flies, Based on a True Story, Angela's Ashes, Light in August",https://audible.com/pd/B07JPFY29K?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/adbl/028658/bk_adbl_028658_sample.mp3,https://www.audible.com/webplayer?asin=B07JPFY29K,https://m.media-amazon.com/images/I/51L8AKfB9+L._SL500_.jpg,https://www.goodreads.com/search?q=James%20Joyce%20-%20A%20Portrait%20of%20the%20Artist%20as%20a%20Young%20Man
1128,"Jungle of Stone: The True Story of Two Men, Their Extraordinary Journey, and the Discovery of the Lost Civilization of the Maya",Jungle of Stone,,,In 1839 rumors of extraordinary yet baffling stone ruins buried within the unmapped jungles of Central America reached two of the world's most intrepid travelers....,William Carlsen,Paul Michael Garcia,"Adventurers, Explorers & Survival, Central America, Ancient History, Civilization, Archaeology","Biographies & Memoirs > Adventurers, Explorers & Survival",Biographies & Memoirs,"Adventurers, Explorers & Survival",16h 35m,,2016-04-26,HarperAudio,,4.3,543,,Unabridged Audiobook,English,available,,,,true,,,B01AIVHULM,,,"<p>""Thrilling.... A captivating history of two men who dramatically changed their contemporaries' view of the past."" (<i>Kirkus</i>) </p> <p>In 1839 rumors of extraordinary yet baffling stone ruins buried within the unmapped jungles of Central America reached two of the world's most intrepid travelers. Seized by the reports, American diplomat John Lloyd Stephens and British artist Frederick Catherwood - each already celebrated for their adventures in Egypt, the Holy Land, Greece, and Rome - sailed together out of New York Harbor on an expedition into the forbidding rainforests of present-day Honduras, Guatemala, and Mexico. What they found would rewrite the West's understanding of human history. </p> <p>In the tradition of <i>The Lost City of Z</i> and <i>In the Kingdom of Ice</i>, former <i>San Francisco Chronicle</i> journalist and Pulitzer Prize finalist William Carlsen reveals the unforgettable true story of the discovery of the ancient Maya. Enduring disease, war, and the torments of nature and terrain, Stephens and Catherwood uncovered and documented the remains of an astonishing civilization that had flourished in the Americas at the same time as classic Greece and Rome. Their remarkable book about the experience became a sensation and is recognized today as the birth of American archeology. Most importantly, Stephens and Catherwood were the first to grasp the significance of the Maya remains, recognizing that their antiquity and sophistication overturned the West's assumptions about the development of civilization. </p> <p>By the time of the flowering of classical Greece (400 BC), the Maya were already constructing pyramids and temples around central plazas. Within a few hundred years, the structures took on a monumental scale. Over the next millennium dozens of city-states evolved, each governed by powerful lords, some with populations larger than any city in Europe at the time. The Maya developed a unified cosmology, an array of common gods, a creation story, and a shared artistic and architectural vision. They created dazzling stucco and stone monuments and bas reliefs, sculpting figures and hieroglyphs with refined artistic skill. At their peak an estimated 10 million people occupied the Maya's heartland on the Yucatan Peninsula. And yet, by the time the Spanish reached the ""New World"", the classic-era Maya had all but disappeared; they would remain a mystery for the next 300 years. </p> <p>Today the tables are turned: The Maya are justly famous, if sometimes misunderstood, while Stephens and Catherwood have been all but forgotten. Based on Carlsen's rigorous research and his own 2,500-mile journey throughout the Yucatan and Central America, <i>Jungle of Stone</i> is equally a thrilling adventure narrative and a revelatory work of history that corrects our understanding of the Maya and the two remarkable men who set out in 1839 to find them. </p>","Island of the Blue Foxes, River of Darkness, Into Africa, Island of the Lost, The Lost City of the Monkey God, Labyrinth of Ice, Barons of the Sea, A Land So Strange, Sea People, Conquistador, The Maya (Ninth Edition), The Lost City of Z, Skeletons on the Zahara, Pacific, Astoria, The Last Days of the Incas, Rasputin, Farther Than Any Man",https://audible.com/pd/B01AIVHULM?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/harp/005079/bk_harp_005079_sample.mp3,https://www.audible.com/webplayer?asin=B01AIVHULM,https://m.media-amazon.com/images/I/61xxHgsHNuL._SL500_.jpg,https://www.goodreads.com/search?q=William%20Carlsen%20-%20Jungle%20of%20Stone
1127,The Real History of Witches and Witch Hunts,The Real History of Witches and Witch Hunts,,,"For centuries, the idea of witches living in our midst has enthralled us. How did this fascination develop? Why did it lead to the persecution of thousands of accused “witches”, most of them women? Thomas Fudge, PhD, an expert on heresy and the Middle Ages, explores these questions....",Thomas Fudge,Thomas Fudge,"Europe, Spirituality",History > Europe,History,Europe,"7h 27m ",Finished,2019-01-25,Learn25,,3.8,55,,Lecture,English,,,,,true,,,1632517590,,,"<p><b>Heralded as one of the world’s greatest scholars of scholars of late medieval religious heterodoxy, Thomas Fudge combines scholarly insight with great storytelling.</b>&nbsp;</p> <p>For centuries, the idea of witches living in our midst has enthralled us. How did this fascination develop? Why did it lead to the persecution of thousands of accused “witches,” most of them women? What does the history of witch hunts reveal about our identities and Western civilization at large?&nbsp;&nbsp;&nbsp;</p> <p>Holding doctorates in both medieval history and theology, Prof. Fudge is the perfect guide for this audio course on witch-hunting. Under his tutelage, you will discover how a culture of paranoia developed, why those ideas appealed to men and women in the 16th and 17th centuries, and what effects linger even today. Throughout this 18-part series you will analyze primary sources to understand and contextualize the regulation, detection, and prosecution of alleged witchcraft.&nbsp;</p> <p>By studying the medieval foundations for modern manifestations of witch-hunting - like McCarthyism - you will become more conscientious of the social dynamics of witch-hunts. As Prof. Fudge underscores, witches are a topic “used, misused, and abused.”&nbsp;</p> <p><b>This course is part of the Learn25 collection and includes a free PDF study guide.</b>&nbsp;</p>","A History of Magic, Witchcraft, and the Occult, The Witch, The Salem Witch Hunt, A Storm of Witchcraft, The Pagan World, Royal Witches, Before 1776: Life in the American Colonies, A Secret History of Witches, The History of the Medieval World, The Madness of Crowds, The Lincoln Conspiracy, The Salem Witch Trials, The Real History of Pirates, The Terror of History: Mystics, Heretics, and Witches in the Western Tradition, Carrie, Guns, Germs and Steel, The Green Witch, Hour of the Witch",https://audible.com/pd/1632517590?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/nykm/000906/bk_nykm_000906_sample.mp3,https://www.audible.com/webplayer?asin=1632517590,https://m.media-amazon.com/images/I/51VVs9APDhL._SL500_.jpg,https://www.goodreads.com/search?q=Thomas%20Fudge%20-%20The%20Real%20History%20of%20Witches%20and%20Witch%20Hunts
1126,White Trash: The 400-Year Untold History of Class in America,White Trash,,,The wretched and landless poor have existed from the time of the earliest British colonial settlement....,Nancy Isenberg,Kirsten Potter,"United States, Politics & Social Sciences",History > Americas,History,Americas,15h 5m,,2016-06-17,Tantor Audio,,4.2,4007,,Unabridged Audiobook,English,available,,,,true,,,B01H62F8G0,,,"<p>The wretched and landless poor have existed from the time of the earliest British colonial settlement. They were alternately known as ""waste people"", ""offals"", ""rubbish"", ""lazy lubbers"", and ""crackers"". By the 1850s the downtrodden included so-called ""clay eaters"" and ""sandhillers"", known for prematurely aged children distinguished by their yellowish skin, ragged clothing, and listless minds. </p> <p>In <i>White Trash</i>, Nancy Isenberg upends assumptions about America's supposedly class-free society. Poor whites were central to the rise of the Republican Party in the early 19th century, and the Civil War itself was fought over class issues nearly as much as it was fought over slavery. Reconstruction pitted poor white trash against newly freed slaves, which factored in the rise of eugenics. These poor were at the heart of New Deal reforms and LBJ's Great Society; they haunt us in reality TV shows like <i>Here Comes Honey Boo Boo</i> and <i>Duck Dynasty</i>. </p> <p>We acknowledge racial injustice as an ugly stain on our nation's history. With Isenberg's landmark book, we will have to face the truth about the enduring, malevolent nature of class as well. </p>","White Rage, The 1619 Project, The Color of Law, Sundown Towns, A People's History of the United States, White Cargo, Hillbilly Elegy, Slavery by Another Name, Dying of Whiteness, Dark Money, American Nations, Lies My Teacher Told Me, An Indigenous Peoples' History of the United States, We Were Eight Years in Power, Masterless Men, How to Hide an Empire, A Renegade History of the United States, Strangers in Their Own Land",https://audible.com/pd/B01H62F8G0?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/tant/006206/bk_tant_006206_sample.mp3,https://www.audible.com/webplayer?asin=B01H62F8G0,https://m.media-amazon.com/images/I/61yozG4sg+L._SL500_.jpg,https://www.goodreads.com/search?q=Nancy%20Isenberg%20-%20White%20Trash
1125,Benjamin Franklin: An American Life,Benjamin Franklin: An American Life,,,"Benjamin Franklin is the founding father who winks at us - an ambitious urban entrepreneur who rose up the social ladder, from leather-aproned shopkeeper to dining with kings....",Walter Isaacson,Nelson Runger,"Historical, Politicians, Revolution & Founding",Biographies & Memoirs > Historical,Biographies & Memoirs,Historical,24h 40m,,2011-04-07,Simon & Schuster Audio,,4.5,7411,,Unabridged Audiobook,English,available,,,,,,,B004VA8ZVQ,,,"<p>Benjamin Franklin is the founding father who winks at us - an ambitious urban entrepreneur who rose up the social ladder, from leather-aproned shopkeeper to dining with kings. </p> <p>In best-selling author Walter Isaacson's vivid and witty full-scale biography, we discover why Franklin turns to us from history's stage with eyes that twinkle from behind his new-fangled spectacles. In <i>Benjamin Franklin</i>, Isaacson shows how Franklin defines both his own time and ours. </p> <p>The most interesting thing that Franklin invented, and continually reinvented, was himself. America's first great publicist, he was consciously trying to create a new American archetype. In the process, he carefully crafted his own persona, portrayed it in public, and polished it for posterity. His guiding principle was a ""dislike of everything that tended to debase the spirit of the common people"". Few of his fellow founders felt this comfort with democracy so fully, and none so intuitively. </p> <p>In this colorful and intimate narrative, Isaacson provides the full sweep of Franklin's amazing life, from his days as a runaway printer to his triumphs as a statesman, scientist, and Founding Father. He chronicles Franklin's tumultuous relationship with his illegitimate son and grandson, his practical marriage, and his flirtations with the ladies of Paris. He also shows how Franklin helped to create the American character and why he has a particular resonance in the 21st century.</p>","Einstein, Leonardo da Vinci, Thomas Jefferson: The Art of Power, Washington, Steve Jobs, The Innovators, John Adams, Alexander Hamilton, Titan, Kissinger, The Code Breaker, The Autobiography of Benjamin Franklin, Grant, Churchill, The Wise Men, Team of Rivals, Truman, The Rise of Theodore Roosevelt",https://audible.com/pd/B004VA8ZVQ?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/bk/sans/005486/bk_sans_005486_sample.mp3,https://www.audible.com/webplayer?asin=B004VA8ZVQ,https://m.media-amazon.com/images/I/61zcpKItWZL._SL500_.jpg,https://www.goodreads.com/search?q=Walter%20Isaacson%20-%20Benjamin%20Franklin%3A%20An%20American%20Life
1124,You Do You: Proud to Be Fabulous,You Do You,,,"Jump into Pride with Tan France (Queer Eye), Nikki Levy, and seven fabulous storytellers as they share true tales of exploring, embracing, and celebrating queer identity....","Tan France, Nikki Levy, Janine Brito, D.J. “Shangela” Pierce, Emma Willmann, Gigi Gorgeous, Percy Rustomji, Alexandra Billings","Tan France, Nikki Levy, full cast","Arts & Entertainment, Biographies & Memoirs",LGBTQ+ > Biographies & Memoirs,LGBTQ+,Biographies & Memoirs,"1h 47m ",Finished,2019-06-06,Audible Originals,,4.4,6361,,Performance,English,,,,,,,,B07RL4BH8W,,,"<p><b>Jump into Pride with Tan France (</b><b><i>Queer Eye</i></b><b>), Nikki Levy, and seven </b><b><i>fabulous </i></b><b>storytellers as they share true tales of exploring, embracing, and celebrating queer identity.</b>&nbsp;</p> <p><i>You Do You, </i>produced especially for Pride Month, brings Audible Members a collection of uplifting, raw, and hilarious stories from queer actors, comedians, and personalities. Co-hosted by French-tuck aficionado and super-stylist Tan France and storytelling maven Nikki Levy, <i>You Do You</i> is a fierce, unfiltered celebration of LGBTQIA+ realness.&nbsp;</p> <p>You’ll hear live stories from <i>RuPaul’s</i> <i>Drag Race</i> fave D.J. “Shangela” Pierce about seeking some Beyoncé healing after a fateful death-drop injury, Janine Brito (stand-up comedian and writer for Netflix’s <i>One Day at a Time</i>) who made a curious calendar purchase as a tween, and Emma Willmann (<i>Crazy Ex-Girlfriend</i>) growing closer to her sister through heteronormative wedding planning.&nbsp;</p> <p><i>You Do You</i> also treats listeners to a sometimes-fun, sometimes-trying excursion to Dubai from YouTube star Gigi Gorgeous, a mischievous switcheroo orchestrated by Percy Rustomji, and a touching story about big life decisions from Nikki Levy herself. Closing it out is a deeply personal story that’s still sizzling with laughs from the magnificent Alexandra Billings of Amazon’s hit show <i>Transparent</i>.&nbsp;</p> <p>So, celebrate yourself, don’t let anyone dull your sparkle, and dive in to the fabulous, funny stories in <i>You Do You</i>.&nbsp;</p> <p>Featuring stories told live on stage from the following performers:&nbsp;<br> </p> <ul> <li>Janine Brito</li> <li>D.J. “Shangela” Pierce</li> <li>Emma Willmann</li> <li>Gigi Gorgeous</li> <li>Percy Rustomji</li> <li>Nikki Levy</li> <li>Alexandra Billings</li> </ul> <p>Co-hosted by: Tan France and Nikki Levy&nbsp;</p>","Over the Top, Queer Eye, Naturally Tan, Too Much and Never Enough, Karamo, The Book of Pride, Heads Will Roll, My Mum's a Twat, Save Yourself, Redefining Realness, The Way I Heard It, He Said, She Said, Me, Year of Yes, It Never Goes Away, Seriously...I'm Kidding, Sorted, How We Fight for Our Lives",https://audible.com/pd/B07RL4BH8W?ipRedirectOverride=true&overrideBaseCountry=true,https://m.media-amazon.com/images/G/01/Audible/en_US/images/creative//YDY_SAMPLE._CB1559584504_.wav,https://www.audible.com/webplayer?asin=B07RL4BH8W,https://m.media-amazon.com/images/I/518NYL+NdAL._SL500_.jpg,https://www.goodreads.com/search?q=Tan%20France%20-%20You%20Do%20You
1123,Even Tree Nymphs Get the Blues,Even Tree Nymphs Get the Blues,Mystic Bayou (book 2.5),2.5,A hilarious new standalone novella brimming with otherworldly charm from the reigning queen of paranormal romantic comedy Molly Harper....,Molly Harper,"Amanda Ronconi, Jonathan Davis",Contemporary,Romance > Contemporary,Romance,Contemporary,"3h 3m ",Finished,2019-06-06,Audible Originals,,4.1,25643,,Original Recording Audiobook,English,,,,,true,,,B07QD1ZW5X,,,"<p><b>A hilarious new standalone novella brimming with otherworldly charm from the reigning queen of paranormal romantic comedy Molly Harper!</b></p> <p>Ingrid Asher is the newest resident of Mystic Bayou, a tiny town hidden in the swamp where shapeshifters, vampires, witches and dragons live alongside humans.</p> <p>Ingrid doesn’t ask for much. The solitary tree nymph just wants to live a quiet life running her ice-cream shop in peace. Unfortunately, she can’t seem to shake her new neighbor, Rob Aspern, head of the League’s data science department and so good looking it just isn’t fair.</p> <p>If there’s one thing Ingrid doesn’t need, it’s someone poking around in her business. But the more she gets to know the hunky mathematician, the more she finds herself letting her guard down. Can she trust him with her secrets, or will her past destroy everything?&nbsp;</p> <p><b>For more Mystic Bayou stories, check out the series—available in Audible Escape.</b></p>","Selkies Are a Girl's Best Friend, How to Flirt with a Naked Werewolf, Pasties and Poor Decisions, Fledgling, A Few Pecans Short of a Pie, The Vampire's Mail Order Bride, Sucks to Be Me, The Siren Saves the Billionaire, Magical Midlife Madness, I Loved You First, Neverwhere, The Chemist, Lucky Suit, Nine Perfect Strangers, Off to Be the Wizard, Sleigh Spells, Her Montana Hero, Mean Streak",https://audible.com/pd/B07QD1ZW5X?ipRedirectOverride=true&overrideBaseCountry=true,https://samples.audible.com/or/orig/000401/or_orig_000401_sample.mp3,https://www.audible.com/webplayer?asin=B07QD1ZW5X,https://m.media-amazon.com/images/I/514UQFZX1yL._SL500_.jpg,https://www.goodreads.com/search?q=Molly%20Harper%20-%20Even%20Tree%20Nymphs%20Get%20the%20Blues
